,Unnamed: 0,Unnamed: 0.1,Text,Word Number,Line Start,Line End,Normalized,Language,Number,POS Tagger Word,Part of Speech,Part of Speech (Secondary Info),POS Tagger Lemma,Lemmatizer Lemma
0,0,0,caes0007.xml,1,1,1,caio,la,0,caio,V,IND,caio,"<words>
<word>
<form xml:lang=""lat"">caio</form>
<entry>
<dict>
<hdwd xml:lang=""lat"">caio</hdwd>
<pofs order=""1"">verb</pofs>
</dict>
<infl>
<term xml:lang=""lat""><stem>ca_i</stem><suff>o_</suff></term>
<pofs order=""1"">verb</pofs>
<mood>indicative</mood>
<num>singular</num>
<pers>1st</pers>
<tense>present</tense>
<voice>active</voice>
<stemtype>conj1</stemtype>
<derivtype>are_vb</derivtype>
</infl>
</entry>
</word>
</words>
"
1,1,1,caes0007.xml,2,1,1,furio,la,0,furio,V,IND,furio,"<words>
<word>
<form xml:lang=""lat"">furio</form>
<entry>
<dict>
<hdwd xml:lang=""lat"">furio#1</hdwd>
<pofs order=""1"">verb</pofs>
</dict>
<infl>
<term xml:lang=""lat""><stem>furi</stem><suff>o_</suff></term>
<pofs order=""1"">verb</pofs>
<mood>indicative</mood>
<num>singular</num>
<pers>1st</pers>
<tense>present</tense>
<voice>active</voice>
<stemtype>conj1</stemtype>
<derivtype>are_vb</derivtype>
</infl>
</entry>
<entry>
<dict>
<hdwd xml:lang=""lat"">furio#2</hdwd>
<pofs order=""1"">verb</pofs>
</dict>
<infl>
<term xml:lang=""lat""><stem>fur</stem><suff>io_</suff></term>
<pofs order=""1"">verb</pofs>
<mood>indicative</mood>
<num>singular</num>
<pers>1st</pers>
<tense>present</tense>
<voice>active</voice>
<stemtype>conj4</stemtype>
<derivtype>ire_vb</derivtype>
</infl>
</entry>
</word>
</words>
"
2,2,2,caes0007.xml,3,2,2,timesitheo,la,0,timesitheo,V,IND,timesitheo,"<words>
<unknown xml:lang=""lat"">timesitheo</unknown>
</words>
"
3,3,3,caes0007.xml,4,3,3,procuratori,la,0,procuratori,N,dat,procurator,"<words>
<word>
<form xml:lang=""lat"">procuratori</form>
<entry>
<dict>
<hdwd xml:lang=""lat"">procurator</hdwd>
<pofs order=""3"">noun</pofs>
<decl>3rd</decl>
<gend>masculine</gend>
</dict>
<infl>
<term xml:lang=""lat""><stem>pro_cu_ra_t</stem><suff>o_ri_</suff></term>
<pofs order=""3"">noun</pofs>
<decl>3rd</decl>
<case order=""5"">dative</case>
<gend>masculine</gend>
<num>singular</num>
<stemtype>or_oLris</stemtype>
</infl>
</entry>
<entry>
<dict>
<hdwd xml:lang=""lat"">procuratorius</hdwd>
<pofs order=""2"">adjective</pofs>
<decl>1st &amp; 2nd</decl>
</dict>
<infl>
<term xml:lang=""lat""><stem>pro_cu_ra_to_r</stem><suff>i_</suff></term>
<pofs order=""2"">adjective</pofs>
<decl>1st &amp; 2nd</decl>
<case order=""6"">genitive</case>
<gend>masculine</gend>
<num>singular</num>
<stemtype>ius_ia_ium</stemtype>
</infl>
<infl>
<term xml:lang=""lat""><stem>pro_cu_ra_to_r</stem><suff>i_</suff></term>
<pofs order=""2"">adjective</pofs>
<decl>1st &amp; 2nd</decl>
<case order=""6"">genitive</case>
<gend>neuter</gend>
<num>singular</num>
<stemtype>ius_ia_ium</stemtype>
</infl>
</entry>
</word>
</words>
"
4,4,4,caes0007.xml,5,3,3,augusti,la,0,augusti,N,nom,augustus,"<words>
<word>
<form xml:lang=""lat"">augusti</form>
<entry>
<dict>
<hdwd xml:lang=""lat"">augustus#1</hdwd>
<pofs order=""2"">adjective</pofs>
<decl>1st &amp; 2nd</decl>
</dict>
<infl>
<term xml:lang=""lat""><stem>august</stem><suff>i_</suff></term>
<pofs order=""2"">adjective</pofs>
<decl>1st &amp; 2nd</decl>
<case order=""7"">nominative</case>
<gend>masculine</gend>
<num>plural</num>
<stemtype>us_a_um</stemtype>
</infl>
<infl>
<term xml:lang=""lat""><stem>august</stem><suff>i_</suff></term>
<pofs order=""2"">adjective</pofs>
<decl>1st &amp; 2nd</decl>
<case order=""1"">vocative</case>
<gend>masculine</gend>
<num>plural</num>
<stemtype>us_a_um</stemtype>
</infl>
<infl>
<term xml:lang=""lat""><stem>august</stem><suff>i_</suff></term>
<pofs order=""2"">adjective</pofs>
<decl>1st &amp; 2nd</decl>
<case order=""6"">genitive</case>
<gend>neuter</gend>
<num>singular</num>
<stemtype>us_a_um</stemtype>
</infl>
<infl>
<term xml:lang=""lat""><stem>august</stem><suff>i_</suff></term>
<pofs order=""2"">adjective</pofs>
<decl>1st &amp; 2nd</decl>
<case order=""6"">genitive</case>
<gend>masculine</gend>
<num>singular</num>
<stemtype>us_a_um</stemtype>
</infl>
</entry>
</word>
</words>
"
5,5,5,caes0007.xml,6,4,4,aurelius,la,0,aurelius,ADJ,,aurelius,"<words>
<unknown xml:lang=""lat"">aurelius</unknown>
</words>
"
6,6,6,caes0007.xml,7,4,4,iustinus,la,0,iustinus,ADJ,,iustinus,"<words>
<unknown xml:lang=""lat"">iustinus</unknown>
</words>
"
7,7,7,caes0007.xml,8,4,4,centurio,la,0,centurio,N,nom,centurio,"<words>
<word>
<form xml:lang=""lat"">centurio</form>
<entry>
<dict>
<hdwd xml:lang=""lat"">centurio#1</hdwd>
<pofs order=""1"">verb</pofs>
</dict>
<infl>
<term xml:lang=""lat""><stem>centuri</stem><suff>o_</suff></term>
<pofs order=""1"">verb</pofs>
<mood>indicative</mood>
<num>singular</num>
<pers>1st</pers>
<tense>present</tense>
<voice>active</voice>
<stemtype>conj1</stemtype>
<derivtype>are_vb</derivtype>
</infl>
</entry>
<entry>
<dict>
<hdwd xml:lang=""lat"">centurio#2</hdwd>
<pofs order=""3"">noun</pofs>
<decl>3rd</decl>
<gend>masculine</gend>
</dict>
<infl>
<term xml:lang=""lat""><stem>centuri</stem><suff>o_</suff></term>
<pofs order=""3"">noun</pofs>
<decl>3rd</decl>
<case order=""7"">nominative</case>
<gend>masculine</gend>
<num>singular</num>
<stemtype>o_oLnis</stemtype>
</infl>
<infl>
<term xml:lang=""lat""><stem>centuri</stem><suff>o_</suff></term>
<pofs order=""3"">noun</pofs>
<decl>3rd</decl>
<case order=""1"">vocative</case>
<gend>masculine</gend>
<num>singular</num>
<stemtype>o_oLnis</stemtype>
</infl>
</entry>
</word>
</words>
"
8,8,8,caes0007.xml,9,5,5,strator,la,0,strator,V,IND,strator,"<words>
<word>
<form xml:lang=""lat"">strator</form>
<entry>
<dict>
<hdwd xml:lang=""lat"">strator</hdwd>
<pofs order=""3"">noun</pofs>
<decl>3rd</decl>
<gend>masculine</gend>
</dict>
<infl>
<term xml:lang=""lat""><stem>stra_t</stem><suff>or</suff></term>
<pofs order=""3"">noun</pofs>
<decl>3rd</decl>
<case order=""7"">nominative</case>
<gend>masculine</gend>
<num>singular</num>
<stemtype>or_oLris</stemtype>
</infl>
<infl>
<term xml:lang=""lat""><stem>stra_t</stem><suff>or</suff></term>
<pofs order=""3"">noun</pofs>
<decl>3rd</decl>
<case order=""1"">vocative</case>
<gend>masculine</gend>
<num>singular</num>
<stemtype>or_oLris</stemtype>
</infl>
</entry>
</word>
</words>
"
9,9,9,caes0007.xml,10,5,5,eius,la,0,eius,DET,,is,"<words>
<word>
<form xml:lang=""lat"">eius</form>
<entry>
<dict>
<hdwd xml:lang=""lat"">is</hdwd>
<pofs order=""5"">pronoun</pofs>
</dict>
<infl>
<term xml:lang=""lat""><stem>eius</stem></term>
<pofs order=""5"">pronoun</pofs>
<case order=""6"">genitive</case>
<gend>masculine</gend>
<num>singular</num>
<stemtype>pron3</stemtype>
<morph>indeclform</morph>
</infl>
<infl>
<term xml:lang=""lat""><stem>eius</stem></term>
<pofs order=""5"">pronoun</pofs>
<case order=""6"">genitive</case>
<gend>feminine</gend>
<num>singular</num>
<stemtype>pron3</stemtype>
<morph>indeclform</morph>
</infl>
<infl>
<term xml:lang=""lat""><stem>eius</stem></term>
<pofs order=""5"">pronoun</pofs>
<case order=""6"">genitive</case>
<gend>neuter</gend>
<num>singular</num>
<stemtype>pron3</stemtype>
<morph>indeclform</morph>
</infl>
<infl>
<term xml:lang=""lat""><stem>ejus</stem></term>
<pofs order=""5"">pronoun</pofs>
<case order=""6"">genitive</case>
<gend>masculine</gend>
<num>singular</num>
<stemtype>pron3</stemtype>
<morph>indeclform</morph>
</infl>
<infl>
<term xml:lang=""lat""><stem>ejus</stem></term>
<pofs order=""5"">pronoun</pofs>
<case order=""6"">genitive</case>
<gend>feminine</gend>
<num>singular</num>
<stemtype>pron3</stemtype>
<morph>indeclform</morph>
</infl>
<infl>
<term xml:lang=""lat""><stem>ejus</stem></term>
<pofs order=""5"">pronoun</pofs>
<case order=""6"">genitive</case>
<gend>neuter</gend>
<num>singular</num>
<stemtype>pron3</stemtype>
<morph>indeclform</morph>
</infl>
</entry>
</word>
</words>
"
0,0,0,caes0008.xml,1,1,1,a,la,0,a,PREP,,a,"<words>
<word>
<form xml:lang=""lat"">a</form>
<entry>
<dict>
<hdwd xml:lang=""lat"">a</hdwd>
<pofs order=""0"">exclamation</pofs>
</dict>
<infl>
<term xml:lang=""lat""><stem>a_</stem></term>
<pofs order=""0"">exclamation</pofs>
<stemtype>exclam</stemtype>
<morph>indeclform</morph>
</infl>
</entry>
<entry>
<dict>
<hdwd xml:lang=""lat"">ab</hdwd>
<pofs order=""6"">preposition</pofs>
</dict>
<infl>
<term xml:lang=""lat""><stem>a</stem></term>
<pofs order=""6"">preposition</pofs>
<stemtype>prep</stemtype>
<morph>indeclform</morph>
</infl>
</entry>
</word>
</words>
"
1,1,1,caes0008.xml,2,2,2,legato,la,0,legato,N,abl,legatum|legatus,"<words>
<word>
<form xml:lang=""lat"">legato</form>
<entry>
<dict>
<hdwd xml:lang=""lat"">legatum</hdwd>
<pofs order=""3"">noun</pofs>
<decl>2nd</decl>
<gend>neuter</gend>
</dict>
<infl>
<term xml:lang=""lat""><stem>le_ga_t</stem><suff>o_</suff></term>
<pofs order=""3"">noun</pofs>
<decl>2nd</decl>
<case order=""3"">ablative</case>
<gend>neuter</gend>
<num>singular</num>
<stemtype>us_i</stemtype>
</infl>
<infl>
<term xml:lang=""lat""><stem>le_ga_t</stem><suff>o_</suff></term>
<pofs order=""3"">noun</pofs>
<decl>2nd</decl>
<case order=""5"">dative</case>
<gend>neuter</gend>
<num>singular</num>
<stemtype>us_i</stemtype>
</infl>
</entry>
<entry>
<dict>
<hdwd xml:lang=""lat"">legatus</hdwd>
<pofs order=""3"">noun</pofs>
<decl>2nd</decl>
<gend>masculine</gend>
</dict>
<infl>
<term xml:lang=""lat""><stem>le_ga_t</stem><suff>o_</suff></term>
<pofs order=""3"">noun</pofs>
<decl>2nd</decl>
<case order=""3"">ablative</case>
<gend>masculine</gend>
<num>singular</num>
<stemtype>us_i</stemtype>
</infl>
<infl>
<term xml:lang=""lat""><stem>le_ga_t</stem><suff>o_</suff></term>
<pofs order=""3"">noun</pofs>
<decl>2nd</decl>
<case order=""5"">dative</case>
<gend>masculine</gend>
<num>singular</num>
<stemtype>us_i</stemtype>
</infl>
</entry>
<entry>
<dict>
<hdwd xml:lang=""lat"">lego#1</hdwd>
<pofs order=""1"">verb</pofs>
</dict>
<infl>
<term xml:lang=""lat""><stem>le_g</stem><suff>a_to_</suff></term>
<pofs order=""1"">verb</pofs>
<mood>imperative</mood>
<num>singular</num>
<pers>3rd</pers>
<tense>future</tense>
<voice>active</voice>
<stemtype>conj1</stemtype>
<derivtype>are_vb</derivtype>
</infl>
<infl>
<term xml:lang=""lat""><stem>le_g</stem><suff>a_to_</suff></term>
<pofs order=""1"">verb</pofs>
<mood>imperative</mood>
<num>singular</num>
<pers>2nd</pers>
<tense>future</tense>
<voice>active</voice>
<stemtype>conj1</stemtype>
<derivtype>are_vb</derivtype>
</infl>
<infl>
<term xml:lang=""lat""><stem>le_ga_t</stem><suff>o_</suff></term>
<pofs order=""0"">verb participle</pofs>
<case order=""3"">ablative</case>
<gend>neuter</gend>
<mood>participle</mood>
<num>singular</num>
<tense>perfect</tense>
<voice>passive</voice>
<stemtype>pp4</stemtype>
<derivtype>are_vb</derivtype>
</infl>
<infl>
<term xml:lang=""lat""><stem>le_ga_t</stem><suff>o_</suff></term>
<pofs order=""0"">verb participle</pofs>
<case order=""3"">ablative</case>
<gend>masculine</gend>
<mood>participle</mood>
<num>singular</num>
<tense>perfect</tense>
<voice>passive</voice>
<stemtype>pp4</stemtype>
<derivtype>are_vb</derivtype>
</infl>
<infl>
<term xml:lang=""lat""><stem>le_ga_t</stem><suff>o_</suff></term>
<pofs order=""0"">verb participle</pofs>
<case order=""5"">dative</case>
<gend>neuter</gend>
<mood>participle</mood>
<num>singular</num>
<tense>perfect</tense>
<voice>passive</voice>
<stemtype>pp4</stemtype>
<derivtype>are_vb</derivtype>
</infl>
<infl>
<term xml:lang=""lat""><stem>le_ga_t</stem><suff>o_</suff></term>
<pofs order=""0"">verb participle</pofs>
<case order=""5"">dative</case>
<gend>masculine</gend>
<mood>participle</mood>
<num>singular</num>
<tense>perfect</tense>
<voice>passive</voice>
<stemtype>pp4</stemtype>
<derivtype>are_vb</derivtype>
</infl>
</entry>
</word>
</words>
"
2,2,2,caes0008.xml,3,2,2,austi,la,0,austi,N,gen,austium,"<words>
<word>
<form xml:lang=""lat"">austi</form>
<entry>
<dict>
<hdwd xml:lang=""lat"">auris</hdwd>
<pofs order=""1"">verb</pofs>
</dict>
<infl>
<term xml:lang=""lat""><stem>a:ust</stem><suff>i_</suff></term>
<pofs order=""0"">verb participle</pofs>
<case order=""7"">nominative</case>
<gend>masculine</gend>
<mood>participle</mood>
<num>plural</num>
<tense>perfect</tense>
<voice>passive</voice>
<stemtype>pp4</stemtype>
</infl>
<infl>
<term xml:lang=""lat""><stem>a:ust</stem><suff>i_</suff></term>
<pofs order=""0"">verb participle</pofs>
<case order=""1"">vocative</case>
<gend>masculine</gend>
<mood>participle</mood>
<num>plural</num>
<tense>perfect</tense>
<voice>passive</voice>
<stemtype>pp4</stemtype>
</infl>
<infl>
<term xml:lang=""lat""><stem>a:ust</stem><suff>i_</suff></term>
<pofs order=""0"">verb participle</pofs>
<case order=""6"">genitive</case>
<gend>neuter</gend>
<mood>participle</mood>
<num>singular</num>
<tense>perfect</tense>
<voice>passive</voice>
<stemtype>pp4</stemtype>
</infl>
<infl>
<term xml:lang=""lat""><stem>a:ust</stem><suff>i_</suff></term>
<pofs order=""0"">verb participle</pofs>
<case order=""6"">genitive</case>
<gend>masculine</gend>
<mood>participle</mood>
<num>singular</num>
<tense>perfect</tense>
<voice>passive</voice>
<stemtype>pp4</stemtype>
</infl>
</entry>
</word>
</words>
"
3,3,3,caes0008.xml,4,3,3,palaestinae,la,0,palaestinae,ADJ,,palaestinae,"<words>
<unknown xml:lang=""lat"">palaestinae</unknown>
</words>
"
4,4,4,caes0008.xml,5,3,3,ii,la,0,ii,DET,,is,"<words>
<word>
<form xml:lang=""lat"">ii</form>
<entry>
<dict>
<hdwd xml:lang=""lat"">eo#1</hdwd>
<pofs order=""1"">verb</pofs>
</dict>
<infl>
<term xml:lang=""lat""><stem>i</stem><suff>i_</suff></term>
<pofs order=""1"">verb</pofs>
<mood>indicative</mood>
<num>singular</num>
<pers>1st</pers>
<tense>perfect</tense>
<voice>active</voice>
<stemtype>perfstem</stemtype>
</infl>
</entry>
<entry>
<dict>
<hdwd xml:lang=""lat"">is</hdwd>
<pofs order=""5"">pronoun</pofs>
</dict>
<infl>
<term xml:lang=""lat""><stem>ii_</stem></term>
<pofs order=""5"">pronoun</pofs>
<case order=""7"">nominative</case>
<gend>masculine</gend>
<num>plural</num>
<stemtype>pron3</stemtype>
<morph>indeclform</morph>
</infl>
</entry>
</word>
</words>
"
5,5,5,caes0008.xml,6,4,4,patono,la,0,patono,V,IND,patono,"<words>
<unknown xml:lang=""lat"">patono</unknown>
</words>
"
6,6,6,caes0008.xml,7,4,4,ublica,la,0,ublica,ADJ,,ublica,"<words>
<unknown xml:lang=""lat"">ublica</unknown>
</words>
"
7,7,7,caes0008.xml,8,5,5,duov,la,0,duov,N,nom,duov,"<words>
<unknown xml:lang=""lat"">duov</unknown>
</words>
"
0,0,0,caes0009.xml,1,1,1,felicissimo,la,0,felicissimo,ADJ,,felicissimo,"<words>
<word>
<form xml:lang=""lat"">felicissimo</form>
<entry>
<dict>
<hdwd xml:lang=""lat"">felix#1</hdwd>
<pofs order=""2"">adjective</pofs>
<decl>3rd</decl>
</dict>
<infl>
<term xml:lang=""lat""><stem>fe_l</stem><suff>i_cissimo_</suff></term>
<pofs order=""2"">adjective</pofs>
<decl>3rd</decl>
<case order=""3"">ablative</case>
<gend>masculine</gend>
<comp>superlative</comp>
<num>singular</num>
<stemtype>ix_adj</stemtype>
</infl>
<infl>
<term xml:lang=""lat""><stem>fe_l</stem><suff>i_cissimo_</suff></term>
<pofs order=""2"">adjective</pofs>
<decl>3rd</decl>
<case order=""3"">ablative</case>
<gend>neuter</gend>
<comp>superlative</comp>
<num>singular</num>
<stemtype>ix_adj</stemtype>
</infl>
<infl>
<term xml:lang=""lat""><stem>fe_l</stem><suff>i_cissimo_</suff></term>
<pofs order=""2"">adjective</pofs>
<decl>3rd</decl>
<case order=""5"">dative</case>
<gend>masculine</gend>
<comp>superlative</comp>
<num>singular</num>
<stemtype>ix_adj</stemtype>
</infl>
<infl>
<term xml:lang=""lat""><stem>fe_l</stem><suff>i_cissimo_</suff></term>
<pofs order=""2"">adjective</pofs>
<decl>3rd</decl>
<case order=""5"">dative</case>
<gend>neuter</gend>
<comp>superlative</comp>
<num>singular</num>
<stemtype>ix_adj</stemtype>
</infl>
</entry>
</word>
</words>
"
1,1,1,caes0009.xml,2,1,1,ac,la,0,ac,CC,,ac,"<words>
<word>
<form xml:lang=""lat"">ac</form>
<entry>
<dict>
<hdwd xml:lang=""lat"">atque</hdwd>
<pofs order=""0"">conjunction</pofs>
</dict>
<infl>
<term xml:lang=""lat""><stem>ac</stem></term>
<pofs order=""0"">conjunction</pofs>
<stemtype>conj</stemtype>
<morph>indeclform</morph>
</infl>
</entry>
</word>
</words>
"
2,2,2,caes0009.xml,3,1,1,providentissimo,la,0,providentissimo,ADJ,,providentissimo,"<words>
<word>
<form xml:lang=""lat"">providentissimo</form>
<entry>
<dict>
<hdwd xml:lang=""lat"">provideo</hdwd>
<pofs order=""1"">verb</pofs>
</dict>
<infl>
<term xml:lang=""lat""><stem>pro_vid</stem><suff>entissimo_</suff></term>
<pofs order=""1"">verb</pofs>
<case order=""3"">ablative</case>
<gend>masculine</gend>
<comp>superlative</comp>
<num>singular</num>
<stemtype>conj2</stemtype>
</infl>
<infl>
<term xml:lang=""lat""><stem>pro_vid</stem><suff>entissimo_</suff></term>
<pofs order=""1"">verb</pofs>
<case order=""3"">ablative</case>
<gend>neuter</gend>
<comp>superlative</comp>
<num>singular</num>
<stemtype>conj2</stemtype>
</infl>
<infl>
<term xml:lang=""lat""><stem>pro_vid</stem><suff>entissimo_</suff></term>
<pofs order=""1"">verb</pofs>
<case order=""5"">dative</case>
<gend>masculine</gend>
<comp>superlative</comp>
<num>singular</num>
<stemtype>conj2</stemtype>
</infl>
<infl>
<term xml:lang=""lat""><stem>pro_vid</stem><suff>entissimo_</suff></term>
<pofs order=""1"">verb</pofs>
<case order=""5"">dative</case>
<gend>neuter</gend>
<comp>superlative</comp>
<num>singular</num>
<stemtype>conj2</stemtype>
</infl>
</entry>
</word>
</words>
"
3,3,3,caes0009.xml,4,2,2,victoriosissimoque,la,0,victoriosissimoque,N,dat,victoriosissimoque,"<words>
<word>
<form xml:lang=""lat"">victoriosissimoque</form>
<entry>
<dict>
<hdwd xml:lang=""lat"">victoriosus</hdwd>
<pofs order=""2"">adjective</pofs>
<decl>1st &amp; 2nd</decl>
</dict>
<infl>
<term xml:lang=""lat""><stem>victo_rio_s</stem><suff>issimo_</suff></term>
<pofs order=""2"">adjective</pofs>
<decl>1st &amp; 2nd</decl>
<case order=""3"">ablative</case>
<gend>masculine</gend>
<comp>superlative</comp>
<num>singular</num>
<stemtype>us_a_um</stemtype>
</infl>
<infl>
<term xml:lang=""lat""><stem>victo_rio_s</stem><suff>issimo_</suff></term>
<pofs order=""2"">adjective</pofs>
<decl>1st &amp; 2nd</decl>
<case order=""3"">ablative</case>
<gend>neuter</gend>
<comp>superlative</comp>
<num>singular</num>
<stemtype>us_a_um</stemtype>
</infl>
<infl>
<term xml:lang=""lat""><stem>victo_rio_s</stem><suff>issimo_</suff></term>
<pofs order=""2"">adjective</pofs>
<decl>1st &amp; 2nd</decl>
<case order=""5"">dative</case>
<gend>masculine</gend>
<comp>superlative</comp>
<num>singular</num>
<stemtype>us_a_um</stemtype>
</infl>
<infl>
<term xml:lang=""lat""><stem>victo_rio_s</stem><suff>issimo_</suff></term>
<pofs order=""2"">adjective</pofs>
<decl>1st &amp; 2nd</decl>
<case order=""5"">dative</case>
<gend>neuter</gend>
<comp>superlative</comp>
<num>singular</num>
<stemtype>us_a_um</stemtype>
</infl>
</entry>
</word>
</words>
"
4,4,4,caes0009.xml,5,2,2,principi,la,0,principi,N,dat,princeps,"<words>
<word>
<form xml:lang=""lat"">principi</form>
<entry>
<dict>
<hdwd xml:lang=""lat"">princeps</hdwd>
<pofs order=""3"">noun</pofs>
<decl>3rd</decl>
<gend>masculine</gend>
</dict>
<infl>
<term xml:lang=""lat""><stem>princ</stem><suff>ipi_</suff></term>
<pofs order=""3"">noun</pofs>
<decl>3rd</decl>
<case order=""5"">dative</case>
<gend>masculine</gend>
<num>singular</num>
<stemtype>eps_ipis</stemtype>
</infl>
</entry>
<entry>
<dict>
<hdwd xml:lang=""lat"">principium</hdwd>
<pofs order=""3"">noun</pofs>
<decl>2nd</decl>
<gend>neuter</gend>
</dict>
<infl>
<term xml:lang=""lat""><stem>princip</stem><suff>i_</suff></term>
<pofs order=""3"">noun</pofs>
<decl>2nd</decl>
<case order=""7"">nominative</case>
<gend>neuter</gend>
<num>plural</num>
<stemtype>ius_i</stemtype>
</infl>
<infl>
<term xml:lang=""lat""><stem>princip</stem><suff>i_</suff></term>
<pofs order=""3"">noun</pofs>
<decl>2nd</decl>
<case order=""6"">genitive</case>
<gend>neuter</gend>
<num>singular</num>
<stemtype>ius_i</stemtype>
</infl>
</entry>
</word>
</words>
"
5,5,5,caes0009.xml,6,3,3,domino,la,0,domino,N,dat,dominus,"<words>
<word>
<form xml:lang=""lat"">domino</form>
<entry>
<dict>
<hdwd xml:lang=""lat"">dominus</hdwd>
<pofs order=""3"">noun</pofs>
<decl>2nd</decl>
<gend>masculine</gend>
</dict>
<infl>
<term xml:lang=""lat""><stem>domin</stem><suff>o_</suff></term>
<pofs order=""3"">noun</pofs>
<decl>2nd</decl>
<case order=""3"">ablative</case>
<gend>masculine</gend>
<num>singular</num>
<stemtype>us_i</stemtype>
</infl>
<infl>
<term xml:lang=""lat""><stem>domin</stem><suff>o_</suff></term>
<pofs order=""3"">noun</pofs>
<decl>2nd</decl>
<case order=""5"">dative</case>
<gend>masculine</gend>
<num>singular</num>
<stemtype>us_i</stemtype>
</infl>
</entry>
</word>
</words>
"
6,6,6,caes0009.xml,7,3,3,nostro,la,0,nostro,POSS,,noster,"<words>
<word>
<form xml:lang=""lat"">nostro</form>
<entry>
<dict>
<hdwd xml:lang=""lat"">noster</hdwd>
<pofs order=""2"">adjective</pofs>
<decl>1st &amp; 2nd</decl>
</dict>
<infl>
<term xml:lang=""lat""><stem>nost</stem><suff>ro_</suff></term>
<pofs order=""2"">adjective</pofs>
<decl>1st &amp; 2nd</decl>
<case order=""3"">ablative</case>
<gend>neuter</gend>
<num>singular</num>
<stemtype>er_ra_rum</stemtype>
</infl>
<infl>
<term xml:lang=""lat""><stem>nost</stem><suff>ro_</suff></term>
<pofs order=""2"">adjective</pofs>
<decl>1st &amp; 2nd</decl>
<case order=""3"">ablative</case>
<gend>masculine</gend>
<num>singular</num>
<stemtype>er_ra_rum</stemtype>
</infl>
<infl>
<term xml:lang=""lat""><stem>nost</stem><suff>ro_</suff></term>
<pofs order=""2"">adjective</pofs>
<decl>1st &amp; 2nd</decl>
<case order=""5"">dative</case>
<gend>neuter</gend>
<num>singular</num>
<stemtype>er_ra_rum</stemtype>
</infl>
<infl>
<term xml:lang=""lat""><stem>nost</stem><suff>ro_</suff></term>
<pofs order=""2"">adjective</pofs>
<decl>1st &amp; 2nd</decl>
<case order=""5"">dative</case>
<gend>masculine</gend>
<num>singular</num>
<stemtype>er_ra_rum</stemtype>
</infl>
</entry>
</word>
</words>
"
7,7,7,caes0009.xml,8,3,3,marco,la,0,marco,N,abl,marcus,"<words>
<word>
<form xml:lang=""lat"">marco</form>
<entry>
<dict>
<hdwd xml:lang=""lat"">marcus#1</hdwd>
<pofs order=""3"">noun</pofs>
<decl>2nd</decl>
<gend>masculine</gend>
</dict>
<infl>
<term xml:lang=""lat""><stem>marc</stem><suff>o_</suff></term>
<pofs order=""3"">noun</pofs>
<decl>2nd</decl>
<case order=""3"">ablative</case>
<gend>masculine</gend>
<num>singular</num>
<stemtype>us_i</stemtype>
</infl>
<infl>
<term xml:lang=""lat""><stem>marc</stem><suff>o_</suff></term>
<pofs order=""3"">noun</pofs>
<decl>2nd</decl>
<case order=""5"">dative</case>
<gend>masculine</gend>
<num>singular</num>
<stemtype>us_i</stemtype>
</infl>
</entry>
</word>
</words>
"
8,8,8,caes0009.xml,9,3,3,aurelio,la,0,aurelio,V,IND,aurelio,"<words>
<unknown xml:lang=""lat"">aurelio</unknown>
</words>
"
9,9,9,caes0009.xml,10,3,3,valeriano,la,0,valeriano,ADJ,,valeriano,"<words>
<unknown xml:lang=""lat"">valeriano</unknown>
</words>
"
10,10,10,caes0009.xml,11,4,4,maximiano,la,0,maximiano,N,abl,maximiano,"<words>
<unknown xml:lang=""lat"">maximiano</unknown>
</words>
"
11,11,11,caes0009.xml,12,4,4,pio,la,0,pio,ADJ,abl,pius,"<words>
<word>
<form xml:lang=""lat"">pio</form>
<entry>
<dict>
<hdwd xml:lang=""lat"">pio</hdwd>
<pofs order=""1"">verb</pofs>
</dict>
<infl>
<term xml:lang=""lat""><stem>pi</stem><suff>o_</suff></term>
<pofs order=""1"">verb</pofs>
<mood>indicative</mood>
<num>singular</num>
<pers>1st</pers>
<tense>present</tense>
<voice>active</voice>
<stemtype>conj1</stemtype>
<derivtype>are_vb</derivtype>
</infl>
</entry>
<entry>
<dict>
<hdwd xml:lang=""lat"">pius</hdwd>
<pofs order=""2"">adjective</pofs>
<decl>1st &amp; 2nd</decl>
</dict>
<infl>
<term xml:lang=""lat""><stem>pi</stem><suff>o_</suff></term>
<pofs order=""2"">adjective</pofs>
<decl>1st &amp; 2nd</decl>
<case order=""3"">ablative</case>
<gend>neuter</gend>
<num>singular</num>
<stemtype>us_a_um</stemtype>
</infl>
<infl>
<term xml:lang=""lat""><stem>pi</stem><suff>o_</suff></term>
<pofs order=""2"">adjective</pofs>
<decl>1st &amp; 2nd</decl>
<case order=""3"">ablative</case>
<gend>masculine</gend>
<num>singular</num>
<stemtype>us_a_um</stemtype>
</infl>
<infl>
<term xml:lang=""lat""><stem>pi</stem><suff>o_</suff></term>
<pofs order=""2"">adjective</pofs>
<decl>1st &amp; 2nd</decl>
<case order=""5"">dative</case>
<gend>neuter</gend>
<num>singular</num>
<stemtype>us_a_um</stemtype>
</infl>
<infl>
<term xml:lang=""lat""><stem>pi</stem><suff>o_</suff></term>
<pofs order=""2"">adjective</pofs>
<decl>1st &amp; 2nd</decl>
<case order=""5"">dative</case>
<gend>masculine</gend>
<num>singular</num>
<stemtype>us_a_um</stemtype>
</infl>
</entry>
</word>
</words>
"
